time,open,high,low,close,Buy,Sell,Plot,Plot,Plot,A组1,A组2,B组1,B组2,Volume
2020-01-14T01:00:00+09:00,8085.07,8129.45,8071.12,8111.83,0,0,8074.685328072117,7924.20804683555,7590.008971057366,7630.219784072509,7603.8850122360445,7929.774992207312,8014.426425820582,4153.284936
2020-01-14T05:00:00+09:00,8111.83,8160,8101,8110.34,0,0,8078.081011112868,7931.507339116509,7595.186394230925,7636.842131878406,7609.843306209738,7930.4008674509605,8014.709774636474,5001.973542
2020-01-14T09:00:00+09:00,8110.34,8488.11,8105.54,8461.84,0,0,8114.629486244976,7952.304698366842,7603.809813193801,7648.221412818014,7619.866796724918,7932.242944166902,8016.030691107268,24831.754997
2020-01-14T13:00:00+09:00,8461.83,8573,8453.35,8509.99,0,0,8152.282868507359,7974.174710195593,7612.8265314704795,7660.10787608949,7630.338834410507,7934.245533615197,8017.489950513154,15416.454563
2020-01-14T17:00:00+09:00,8509.85,8561,8470,8526.87,0,0,8187.95783341142,7995.849035285963,7621.9214913563455,7672.063215729635,7640.8862598880305,7936.299691210985,8018.994766021239,10140.489854
2020-01-14T21:00:00+09:00,8526.87,8760,8480,8675.48,0,0,8234.388515943667,8022.50122998063,7632.4046605965805,7685.903447236812,7653.057950948171,7938.861841328105,8020.934161099463,27970.1386
2020-01-15T01:00:00+09:00,8673.18,8850,8520,8767.56,0,0,8285.166752520461,8051.719220961782,7643.699738600594,7700.82284796458,7666.169739760546,7941.7342786198615,8023.139850431518,31177.50731
2020-01-15T05:00:00+09:00,8765.51,8880,8666.22,8810.01,0,0,8335.15182370899,8081.456114257398,7655.304815828449,7716.121981096104,7679.626683998657,7944.743899837817,8025.464429898486,10862.781418
2020-01-15T09:00:00+09:00,8814.64,8900,8701,8727.61,0,0,8372.528792879562,8106.795482325736,7665.974519153539,7730.073539977537,7691.955899481026,7947.457473841845,8027.538715186821,17630.43469
2020-01-15T13:00:00+09:00,8727,8741.75,8564,8627.13,0,1,8396.776526891033,8127.200757528648,7675.538255281365,7742.446732529571,7702.957947722425,7949.8133578146635,8029.310033605767,12394.599597
2020-01-15T17:00:00+09:00,8626.8,8810,8605.03,8730,0,0,8428.512095758553,8150.839943507916,7686.030411945232,7756.068156908474,7715.040795396279,7952.517644269379,8031.38001873544,11514.936626
2020-01-15T21:00:00+09:00,8730,8916.48,8720.38,8762.74,0,0,8460.343324733929,8174.836024154664,7696.743940184583,7769.953285778702,7727.366668391616,7955.326040649728,8033.540609522041,18787.519248
2020-01-16T01:00:00+09:00,8762.73,8820,8676.08,8761.57,0,0,8489.031579521174,8197.845199678011,7707.339224361851,7783.630757698996,7739.533766410538,7958.120647094616,8035.691361044872,11713.456385
2020-01-16T05:00:00+09:00,8761.57,8876.4,8738.37,8821.41,1,0,8520.686667185824,8222.298721259265,7718.424505711484,7797.9449541445265,7752.261722099826,7961.112984539695,8038.01253870796,12775.35106
2020-01-16T09:00:00+09:00,8820.01,8859.81,8586,8640.01,0,1,8532.050794120507,8238.679555719686,7727.594510629778,7809.559644432188,7762.705819486887,7963.466180433838,8039.790965476917,12783.458675
2020-01-16T13:00:00+09:00,8640.01,8730,8615,8680,0,0,8546.141194680458,8255.98623980911,7737.0711821658,7821.565718302089,7773.497515728218,7965.949833187968,8041.682277248035,7142.495575
2020-01-16T17:00:00+09:00,8679.99,8725,8600.4,8724.91,0,0,8563.16679518708,8274.375406875419,7746.900424134299,7834.025639428957,7784.690603778474,7968.580544338096,8043.700675247302,9781.353479
2020-01-16T21:00:00+09:00,8724.82,8789,8640.35,8710.02,0,0,8577.152814693072,8291.459508566579,7756.4837034961465,7846.1083202644195,7795.576831969315,7971.150525120286,8045.669122292361,8891.035744
2020-01-17T01:00:00+09:00,8710.01,8720.82,8626,8705,0,0,8589.328737103257,8307.676782740438,7765.921676595687,7857.955102053876,7806.275928063794,7973.694197476888,8047.61692399903,7069.068758
2020-01-17T05:00:00+09:00,8705.01,8757,8672,8720.01,0,0,8601.774571664851,8323.846712829049,7775.415092748964,7869.845514439339,7817.025740674808,7976.281080674542,8049.60331417924,6323.662053
2020-01-17T09:00:00+09:00,8720.15,8840.4,8672.44,8786.43,0,0,8619.360802934865,8341.987233894575,7785.474942572357,7882.488059067762,7828.430496666869,7979.089222509292,8051.780054757736,8331.743248
2020-01-17T13:00:00+09:00,8786.43,8997,8760,8933.95,1,0,8649.32167884583,8365.201460016357,7796.902555084074,7896.990982390966,7841.436608470788,7982.398965238896,8054.386169810151,17583.957614
2020-01-17T17:00:00+09:00,8935.54,9041.65,8880.5,8903.45,0,0,8673.524376098609,8386.309245898068,7807.912977421546,7910.873175737297,7853.930883665249,7985.591516485902,8056.89448245473,15958.174142
2020-01-17T21:00:00+09:00,8903.53,8919.41,8765,8850.83,0,0,8690.41062599398,8404.52574605893,7818.290261228297,7923.838097451266,7865.6591085633045,7988.59061001628,8059.239934500653,11602.984403
2020-01-18T01:00:00+09:00,8851.39,8955.55,8813,8879.71,0,0,8708.439137804076,8423.16042268407,7828.8516516638365,7937.02253748642,7877.589119050795,7991.679412061284,8061.663775166826,10924.966
2020-01-18T05:00:00+09:00,8879.63,8961.6,8861.66,8913.28,0,0,8727.947791346545,8442.380798265087,7839.641983488077,7950.488157659021,7889.773717650197,7994.87386817199,8064.1796281205425,6495.91197
2020-01-18T09:00:00+09:00,8913.27,8988.88,8855.55,8925.99,0,0,8746.808954075446,8461.34586499979,7850.451416488196,7963.9433554844145,7901.964497442547,7998.101307103802,8066.725596722845,6811.015303
2020-01-18T13:00:00+09:00,8926.07,8926.95,8806.38,8843.63,0,0,8756.03000606826,8476.33739970568,7860.333790453487,7976.076964374284,7913.042915119694,8001.032082469127,8069.020735284964,7327.352572
2020-01-18T17:00:00+09:00,8843.63,8919,8818,8879.79,0,0,8767.816672156998,8492.159070305457,7870.477633334547,7988.541971762225,7924.416410235933,8004.078037122614,8071.415917750887,5142.099838
2020-01-18T21:00:00+09:00,8879.29,8964,8869.98,8903.26,0,0,8780.716036713475,8508.280675391517,7880.754074793905,8001.158772151712,7935.932217174333,8007.194785694112,8073.873359648226,8996.261409
2020-01-19T01:00:00+09:00,8903.27,8935.17,8848.8,8907.93,0,0,8792.831652264573,8523.953197925184,7890.974730766105,8013.665961501343,7947.3674852075765,8010.316918152712,8076.337337906281,5689.851343
2020-01-19T05:00:00+09:00,8907.79,8960,8889,8915.96,0,0,8804.558161572708,8539.326013692824,7901.173589166442,8026.111396515118,7958.762691263958,8013.456062283898,8078.817759360029,4328.16608
2020-01-19T09:00:00+09:00,8915.09,9198.98,8888.02,9157.61,0,0,8838.18214618483,8563.5724445284,7913.675444000607,8041.718273804565,7972.866777249088,8017.421933818443,8082.004737914357,15190.422988
2020-01-19T13:00:00+09:00,9157.74,9165,9041,9084.36,0,0,8861.627656071989,8583.995485919442,7925.324046547865,8056.099538993468,7985.943168104981,8021.120159351135,8084.965905601463,7138.45343
2020-01-19T17:00:00+09:00,9083.8,9127.36,8524.2,8681.44,0,1,8844.466926922276,8587.816839412797,7932.847588373259,8064.724924662523,7994.1254837743345,8023.408962958237,8086.728015186097,20326.672295
2020-01-19T21:00:00+09:00,8681.16,8684.76,8559.02,8631.95,0,0,8824.227219596345,8589.547551592686,7939.803831275018,8072.548718805109,8001.629301612284,8025.518290642957,8088.3387152889445,10631.577418
2020-01-20T01:00:00+09:00,8630.98,8676.05,8610,8645.57,0,0,8807.212246301455,8591.744510353758,7946.826380217555,8080.452460614694,8009.205074534492,8027.667516671924,8089.984893382626,4773.14966
2020-01-20T05:00:00+09:00,8646.67,8758.84,8466,8701.7,0,0,8797.163460939411,8596.056490339884,7954.337560513898,8089.021392192422,8017.352073657616,8030.003851102871,8091.79202811414,12616.613468
2020-01-20T09:00:00+09:00,8701.72,8735.84,8627.94,8667.56,0,0,8784.820274183277,8598.860549542242,7961.434301205302,8097.001235058734,8025.001578673408,8032.213751099048,8093.492967469785,5725.633724
2020-01-20T13:00:00+09:00,8667.64,8694,8632.76,8665.14,0,0,8773.422152832489,8601.45974367784,7968.436347959479,8104.837631816545,8032.53261892431,8034.407602914996,8095.181732706211,4331.129235
2020-01-20T17:00:00+09:00,8665.24,8682.92,8595,8615.25,0,0,8758.358138277013,8602.000538043416,7974.8723046962,8111.877802412178,8039.3881175252,8036.420921449086,8096.718123451539,6628.208001
2020-01-20T21:00:00+09:00,8615.71,8678.55,8521.28,8675.38,0,0,8750.455458441107,8604.878164002497,7981.842530520119,8119.650246516838,8046.87037496608,8038.635684286351,8098.427612008551,11184.196045
2020-01-21T01:00:00+09:00,8675.45,8709.31,8640.15,8673.67,0,0,8743.142557637193,8607.575883061223,7988.726385937829,8127.29189828902,8054.2444882017735,8040.836843092984,8100.126998679131,5034.32793
2020-01-21T05:00:00+09:00,8673.51,8746.99,8616,8642.35,0,0,8733.543266433651,8608.939573921567,7995.230103490687,8134.396147967792,8061.163376575871,8042.921810707913,8101.728839155707,5993.144811
2020-01-21T09:00:00+09:00,8642.35,8683,8618,8674.1,0,0,8727.882002963779,8611.494884748172,8001.985027834063,8141.840339030305,8068.374395674978,8045.109603391768,8103.419743619058,3485.224869
2020-01-21T13:00:00+09:00,8674.09,8699.84,8623.64,8634.7,0,0,8719.007526491037,8612.404889267851,8008.280699198898,8148.638403319542,8075.037049843508,8047.153244281225,8104.989256931853,3723.751898
2020-01-21T17:00:00+09:00,8634.16,8677.12,8602.8,8656.76,0,0,8713.079190634748,8614.144305374994,8014.733229555128,8155.646977066858,8081.880849257113,8049.266265964826,8106.619303440178,5719.121375
2020-01-21T21:00:00+09:00,8656.76,8676.95,8634.62,8645.06,0,0,8706.601172479057,8615.356685556366,8021.005137718758,8162.397501521108,8088.506486324677,8051.331408890424,8108.209970195155,4495.172765
2020-01-22T01:00:00+09:00,8645.1,8663.47,8488,8531.86,0,0,8689.95915605248,8612.082305730626,8026.088270676781,8167.493535982886,8093.722410014975,8052.997019258222,8109.461521243323,7182.07013
2020-01-22T05:00:00+09:00,8530.75,8789,8529.11,8736.03,1,0,8694.346855476053,8616.942999623543,8033.152367485967,8175.335418245191,8101.278969897152,8055.3645512538615,8111.312535951614,11889.346622
2020-01-22T09:00:00+09:00,8736.04,8758.08,8701,8715.77,0,0,8696.387154954524,8620.818568265757,8039.944582734863,8182.789688338361,8108.508276133656,8057.653651596136,8113.098230084696,3142.109794
2020-01-22T13:00:00+09:00,8715,8818,8706.07,8740.27,0,0,8700.566473530283,8625.502938137688,8046.912994846954,8190.479071947487,8115.940767002672,8060.019739458888,8114.95102704161,4893.525928
2020-01-22T17:00:00+09:00,8740.49,8746.34,8622,8659.87,0,0,8696.690618908351,8626.850666053857,8053.0120695250935,8196.953429575797,8122.339934449699,8062.09894313494,8116.56083198388,8024.691591
2020-01-22T21:00:00+09:00,8659,8681.08,8636.31,8655.37,0,0,8692.755321869461,8627.969071306647,8059.0056807736,8203.27641675406,8128.61087639735,8064.155341945564,8118.152587280826,4586.765278
2020-01-23T01:00:00+09:00,8655.32,8710.45,8590,8670.39,0,0,8690.625291215227,8629.632637137758,8065.089106835554,8209.719362729867,8134.984748439734,8066.256675249046,8119.784012429184,6263.959245
2020-01-23T05:00:00+09:00,8670,8686.22,8645.8,8682.36,0,0,8689.8381206233,8631.700376857845,8071.231105772514,8216.238543933594,8141.42445728162,8068.392215369499,8121.445979896159,2169.505302
2020-01-23T09:00:00+09:00,8682.77,8691.81,8568.26,8597.23,0,1,8681.018299611558,8630.348597373224,8076.4649256155735,8221.493598500027,8146.786875431248,8070.225275281564,8122.851545686717,5642.142096
2020-01-23T13:00:00+09:00,8598,8613.38,8502,8581.75,0,0,8671.564175839028,8628.442770025255,8081.492637798503,8226.46265231382,8151.904088661468,8071.998324587347,8124.207227974201,7387.615387
2020-01-23T17:00:00+09:00,8581.71,8624.51,8400,8423,0,0,8647.891397187692,8620.386190808578,8084.890721004488,8229.173512281905,8155.093452324275,8073.214968176299,8125.0899244942175,12779.658438
2020-01-23T21:00:00+09:00,8422.98,8488,8326,8359.42,0,0,8620.417930788864,8610.152222541576,8087.622355621359,8230.970015560775,8157.497294061636,8074.207013347265,8125.782184687735,10362.748282
2020-01-24T01:00:00+09:00,8357.81,8380,8306.39,8370.98,0,0,8596.6619373804,8600.772919696808,8090.441834669903,8232.901187759937,8160.0088553079695,8075.235689210879,8126.506550464138,6489.038277
